1  0.000000E+00  0.000000E+00  0.000000E+00 
2  0.000000E+00  0.000000E+00  0.000000E+00 
3  0.000000E+00  0.000000E+00  0.000000E+00 
4  0.000000E+00  0.000000E+00  0.000000E+00 
5  0.000000E+00  0.000000E+00  0.000000E+00 
6  0.000000E+00  0.000000E+00  0.000000E+00 
7  0.000000E+00  0.000000E+00  0.000000E+00 
8  0.000000E+00  0.000000E+00  0.000000E+00 
9  0.000000E+00  0.000000E+00  0.000000E+00 
10  0.000000E+00  0.000000E+00  0.000000E+00 
11  0.000000E+00  0.000000E+00  0.000000E+00 
12  0.000000E+00  0.000000E+00  0.000000E+00 
13  0.000000E+00  0.000000E+00  0.000000E+00 
